"deviceid";"dt";"name";"switchno";"Location";"area";"rating";"totalload";"totalload_b";"totalload_y";"numberofpoles";"numberofpoles_b";"numberofpoles_y";"referencewattage_b";"referencewattage_y";"referencewattage";"typeofload";"latitude";"longitude";"mobile";"city";"userid";"phase";"wardno";"zone";"commandmode";"updated";"cpname";"cpmobileno"
5138;"2015-09-22 14:42:19";"";5138;"HB Colony,SS-68/A/1";"Lakshmi NarshimhaNag";2170.0;1050.0;0.0;0.0;35.0;0.0;0.0;0.0;0.0;30.0;"1";17.742;83.336;9130031941.0;1;1;1;9.0;"2";2;1;"";""
5117;"2015-09-22 15:01:28";"";5117;"SS-98/A/1";"HB Colony, Sun Schoo";680.0;320.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;53.0;"1";17.746;83.324;9130032070.0;1;1;1;9.0;"2";2;1;"";""
8896;"2015-09-22 15:07:36";"";8896;"LAXMIWAY BRIDGE(sama";"jamnagar";70.0;3.0;0.0;0.0;42.0;0.0;0.0;0.0;0.0;0.0;"LED STL-32";22.504706;70.043837;9075053862.0;2;2;1;0.0;"0";2;1;"";""
8897;"2015-09-22 15:11:54";"";8897;"Jamnagar-V";"Wollen Mill Ring Roa";4816.0;1960.0;0.0;0.0;28.0;0.0;0.0;0.0;0.0;0.0;"LED STL-32";22.463157;70.062614;9075053853.0;6;8;1;6.0;"0";2;1;"";""
8898;"2015-09-22 15:27:10";"";8898;"Jamnagar-V";"AREODRAM ROAD HARIJA";14690.0;6240.0;0.0;0.0;52.0;0.0;0.0;0.0;0.0;0.0;"LED";22.470702;70.0577363;9146007156.0;6;8;1;6.0;"0";2;1;"";""
1920;"2015-09-22 15:42:51";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
2125;"2015-09-22 15:44:23";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
5150;"2015-09-22 15:45:25";"";5150;"SS-78/A/8";"Opp Gayathri Vidya N";550.0;270.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;25.0;"1";17.737;83.318;9130031920.0;1;1;1;10.0;"2";2;1;"";""
8899;"2015-09-22 15:46:12";"";8899;"Jamnagar-V";"Air force Bakul Pan";16950.0;7200.0;0.0;0.0;60.0;0.0;0.0;0.0;0.0;0.0;"3";22.463157;70.062614;9130033541.0;6;8;3;6.0;"0";2;1;"";""
5159;"2015-09-22 15:56:38";"";5159;"SS-73/B/4";"Sri Siva Achaj Opp";390.0;190.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;27.0;"1";17.7458;83.32137;9130032125.0;1;1;1;9.0;"2";2;1;"";""
8900;"2015-09-22 15:59:55";"";8900;"Jamnagar-V";" Bhindavadi. Yadvnag";6290.0;2560.0;0.0;0.0;39.0;0.0;0.0;0.0;0.0;0.0;"LED";22.470702;70.05773;9146007182.0;6;8;1;6.0;"0";2;1;"";""
1738;"2015-09-22 16:04:10";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
5188;"2015-09-22 16:05:40";"";5188;"SS-67/B/1";"Sri Durga Nilayam";1250.0;590.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;49.0;"1";17.7454;83.31915;9130031738.0;1;1;1;9.0;"2";2;1;"";""
8901;"2015-09-22 16:16:52";"";8901;"Jamnagar-V";"BHAVNA REPARING W";3096.0;1260.0;0.0;0.0;18.0;0.0;0.0;0.0;0.0;0.0;"LED STL";22.470702;70.05773;9075035759.0;6;8;1;10.0;"0";2;1;"";""
5223;"2015-09-22 16:16:55";"";5223;"SS-113/B/1";"KalaBharathi,";310.0;310.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;34.0;"1";17.734;83.321;9130031982.0;1;1;1;16.0;"2";2;1;"";""
5136;"2015-09-22 16:19:59";"";5136;"SS-5/A/2";"Maddilpalem Depot Ba";650.0;320.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;32.0;"1";17.73709;83.31854;9130031943.0;1;1;1;10.0;"2";2;1;"";""
2658;"2015-09-22 16:21:10";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
5146;"2015-09-22 16:29:39";"";5146;"SBH DownRd,SS-71/A/2";"RatnaKumarEntreprise";1360.0;640.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;53.0;"1";17.74479;83.32036;9130032658.0;1;1;1;9.0;"2";2;1;"";""
5244;"2015-09-22 16:36:19";"";5244;"SS-25/B/7";"Dayaram sweet shop";1150.0;550.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;110.0;"1";17.736;83.321;9075036100.0;1;1;1;10.0;"2";2;1;"";""
8902;"2015-09-22 16:38:17";"";8902;"Jamnagar-V";"Vinayak Park, Garbi ";10691.0;4305.0;0.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;"1";22.470702;70.05773;7388171304.0;6;8;1;2.0;"0";2;1;"";""
8903;"2015-09-22 16:55:46";"";8903;"Jamnagar-V";"Bhimvas near keshubh";9417.0;3805.0;0.0;0.0;144.0;0.0;0.0;0.0;0.0;0.0;"LED";22.470702;70.05773;9075035649.0;6;8;1;4.0;"0";2;1;"";""
8904;"2015-09-22 16:56:46";"";8904;"Madhuvan soc.";"Jamnagar ";15543.0;6285.0;0.0;0.0;233.0;0.0;0.0;0.0;0.0;0.0;"LED STL";22.470702;70.05773;9075035695.0;6;8;1;4.0;"0";2;1;"";""
5238;"2015-09-22 17:29:23";"";5238;"DF-53/B/2";"Isukathota , Esmart ";430.0;210.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;26.0;"1";17.742;83.342;9767976459.0;1;1;1;10.0;"2";2;1;"";""
8905;"2015-09-22 17:44:59";"";8905;"Jamnagar-V";"DIGJAM CIRCLE";6550.0;2760.0;0.0;0.0;38.0;0.0;0.0;0.0;0.0;0.0;"LED";22.473762;70.0160591;9130033538.0;6;8;1;6.0;"0";2;1;"";""
5019;"2015-09-22 17:52:09";"";5019;"SS-102/A/2";" Pedda Jalaripeta";4640.0;2250.0;0.0;0.0;65.0;0.0;0.0;0.0;0.0;35.0;"1";17.727;83.343;9130032610.0;1;1;1;17.0;"2";2;1;"";""
2574;"2015-09-22 17:58:44";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
3406;"2015-09-22 18:07:24";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
2697;"2015-09-22 18:09:32";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
2650;"2015-09-22 18:13:12";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
8906;"2015-09-22 18:13:48";"";8906;"Jamnagar-V";"Krishnagar, Main Roa";15410.0;6260.0;0.0;0.0;177.0;0.0;0.0;0.0;0.0;0.0;"LED";22.470702;70.05773;9146007128.0;6;8;1;7.0;"0";2;1;"";""
1942;"2015-09-22 18:20:16";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
5140;"2015-09-22 18:20:52";"";5140;"SS-76/A/4";"Kastriya Kalayanmand";310.0;150.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;30.0;"1";17.74745;83.31349;9130031942.0;1;1;1;9.0;"2";2;1;"";""
2453;"2015-09-22 18:28:46";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
8907;"2015-09-22 18:35:58";"";8907;"MARKET NE AGAL";"KHODIYAR COLONY ";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";22.463157;70.062614;0.0;6;8;1;0.0;"0";2;1;"";""
8908;"2015-09-22 18:45:51";"";8908;"Jamnagar-V";"GIDC SANKAR TAKERI ";14632.0;5930.0;0.0;0.0;189.0;0.0;0.0;0.0;0.0;0.0;"LED";22.463157;70.062614;9145007227.0;6;8;1;14.0;"0";2;1;"";""
8909;"2015-09-22 18:45:53";"";8909;"jamnagar";"Mayur park";3570.0;1430.0;0.0;0.0;70.0;0.0;0.0;0.0;0.0;0.0;"LED";22.461184;70.06597;9130033539.0;6;8;3;7.0;"0";2;1;"";""
8910;"2015-09-22 18:46:06";"";8910;"Jamnagar";"Gokulnagar near asha";1600.0;640.0;0.0;0.0;32.0;0.0;0.0;0.0;0.0;0.0;"LED";22.470702;70.05773;9075053867.0;6;8;1;8.0;"0";2;1;"";""
8911;"2015-09-22 18:57:11";"";8911;"Jamnagar";"Soham Nagar, Jakatna";9732.0;3900.0;0.0;0.0;188.0;0.0;0.0;0.0;0.0;0.0;"LED";22.470702;70.05773;9075053581.0;6;8;1;8.0;"0";2;1;"";""
8912;"2015-09-22 19:12:03";"";8912;"Jamnagar-V";"Hirji Mistri Road, N";6865.0;2785.0;0.0;0.0;70.0;0.0;0.0;0.0;0.0;0.0;"LED";22.461494;70.054353;0.0;6;8;1;8.0;"0";2;1;"";""
8913;"2015-09-22 19:43:03";"";8913;"RARDER ROAD";"GOKUL NAGAR";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";22.463469;70.048504;9146007194.0;6;8;1;0.0;"0";2;1;"";""
8914;"2015-09-22 19:43:20";"";8914;"SANKAR TAKRI";"PUMP HOUSE";18645.0;7920.0;0.0;0.0;66.0;0.0;0.0;0.0;0.0;0.0;"";22.463157;70.062614;0.0;6;8;1;7.0;"0";2;1;"";""
8915;"2015-09-22 20:02:27";"";8915;"harijanvas-inner";"Jamnagar";1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;"1";22.444208;70.067061;9075035701.0;6;8;1;6.0;"0";2;1;"";""
8916;"2015-09-22 20:19:26";"";8916;"Jamnagar";"Sankar Tekri, Near W";13917.0;5625.0;0.0;0.0;180.0;0.0;0.0;0.0;0.0;0.0;"LED";22.4604819;70.068922;9146053273.0;6;8;1;15.0;"0";2;1;"";""
8917;"2015-09-22 20:46:35";"";8917;"Jamnagar";"Sadhana Colony, Near";7192.0;2930.0;0.0;0.0;89.0;0.0;0.0;0.0;0.0;0.0;"LED";22.444208;70.067061;9146053251.0;6;8;3;16.0;"0";2;1;"";""
8918;"2015-09-22 20:57:18";"";8918;"Jamnagar";"Near Patel Park, Ran";16823.0;6795.0;0.0;0.0;236.0;0.0;0.0;0.0;0.0;0.0;"LED";22.462947;70.051087;0.0;6;8;3;8.0;"0";2;1;"";""
8919;"2015-09-22 21:28:14";"";8919;"Jamnagar";"Swaminarayan Nagar,G";7343.0;2955.0;0.0;0.0;120.0;0.0;0.0;0.0;0.0;0.0;"LED";22.46315;70.06261;9130033749.0;6;8;1;10.0;"0";2;1;"";""
8920;"2015-09-22 21:28:30";"";8920;"Jamnagar";"Bhimvas, Near Old Ra";14544.0;5880.0;0.0;0.0;204.0;0.0;0.0;0.0;0.0;0.0;"3";22.463157;70.062614;9146053285.0;6;8;3;4.0;"0";2;1;"";""
8921;"2015-09-22 21:47:48";"";8921;"Jamnagar";"Near New School, Nea";20289.0;8225.0;0.0;0.0;254.0;0.0;0.0;0.0;0.0;0.0;"LED";22.471932;70.058626;9130033744.0;6;8;3;14.0;"0";2;1;"";""
8922;"2015-09-22 22:14:02";"";8922;"Jamnagar";"Nr. Kalyan App. Oswa";18756.0;7630.0;0.0;0.0;265.0;0.0;0.0;0.0;0.0;0.0;"LED";22.469335;70.057511;0.0;6;8;3;7.0;"0";2;1;"";""
8923;"2015-09-22 22:14:18";"";8923;"Jamnagar";"Behind  wollan Mill ";31751.0;12885.0;0.0;0.0;413.0;0.0;0.0;0.0;0.0;0.0;"LED";22.469647;70.056565;9146053379.0;6;8;3;6.0;"0";2;1;"";""
8924;"2015-09-22 22:27:52";"";8924;"Jamnagar";"Gulab Nagr,Devika Pa";17881.0;7265.0;0.0;0.0;218.0;0.0;0.0;0.0;0.0;0.0;"3";22.470702;70.05773;0.0;6;8;3;11.0;"0";2;1;"";""
8925;"2015-09-22 22:41:46";"";8925;"Jamnagar";"Gulab Nagr, Near A-O";11285.0;4595.0;0.0;0.0;137.0;0.0;0.0;0.0;0.0;0.0;"LED";22.475267;70.100926;0.0;6;8;1;11.0;"0";2;1;"";""
8926;"2015-09-22 22:57:03";"";8926;"Jamnagar";"Gulabnagar, Sindicat";15078.0;6090.0;0.0;0.0;230.0;0.0;0.0;0.0;0.0;0.0;"LED";22.471428;70.059274;0.0;6;8;3;11.0;"0";2;1;"";""
8927;"2015-09-22 23:11:37";"";8927;"Jamnagar";"Walkeshvari Nagri";17666.0;7150.0;0.0;0.0;202.0;0.0;0.0;0.0;0.0;0.0;"3";22.465611;70.058924;0.0;6;8;1;5.0;"0";2;1;"";""
8928;"2015-09-22 23:26:46";"";8928;"Jamnagar";"9 Patel Colony , Nea";21020.0;8560.0;0.0;0.0;244.0;0.0;0.0;0.0;0.0;0.0;"LED";22.465611;70.058924;9146053251.0;6;8;3;3.0;"0";2;1;"";""
8929;"2015-09-22 23:41:37";"";8929;"Jamnagar";"Patel Colony Street ";26065.0;10615.0;0.0;0.0;322.0;0.0;0.0;0.0;0.0;0.0;"LED";22.465611;70.058924;0.0;6;8;3;3.0;"0";2;1;"";""
8930;"2015-09-22 23:57:04";"";8930;"Jamnagar";"Radhekrishna Park,Gu";12835.0;5155.0;0.0;0.0;234.0;0.0;0.0;0.0;0.0;0.0;"LED";22.470317;70.059735;0.0;6;8;3;10.0;"0";2;1;"";""
8931;"2015-09-23 00:11:31";"";8931;"Jamnagar";"Khodiyar Colony, Pol";7775.0;3135.0;0.0;0.0;122.0;0.0;0.0;0.0;0.0;0.0;"LED";22.473796;70.020634;9146053286.0;6;8;1;7.0;"0";2;1;"";""
8932;"2015-09-23 00:26:57";"";8932;"Jamnagar";"Krishnagar, Main Roa";20395.0;8245.0;0.0;0.0;267.0;0.0;0.0;0.0;0.0;0.0;"LED";22.470702;70.05773;0.0;6;8;3;7.0;"0";2;1;"";""
8933;"2015-09-23 00:41:30";"";8933;"Jamnagar";"Patel Park-Green Cit";23764.0;9600.0;0.0;0.0;350.0;0.0;0.0;0.0;0.0;0.0;"LED";22.483636;70.056723;9146053251.0;6;8;3;16.0;"0";2;1;"";""
8934;"2015-09-23 00:58:24";"";8934;"Jamnagar";"Vambe Aavash";15808.0;6410.0;0.0;0.0;241.0;0.0;0.0;0.0;0.0;0.0;"LED";22.470702;70.05773;9146053229.0;6;8;3;6.0;"0";2;1;"";""
8935;"2015-09-23 01:11:53";"";8935;"Jamnagar";"Near Havai Chowk";8710.0;3530.0;0.0;0.0;102.0;0.0;0.0;0.0;0.0;0.0;"LED";22.463157;70.062614;7388171304.0;6;8;1;13.0;"0";2;1;"";""
8936;"2015-09-23 01:27:11";"";8936;"Jamnagar";"Near Subhas Market";10272.0;4205.0;0.0;0.0;82.0;0.0;0.0;0.0;0.0;0.0;"LED";22.470702;70.05773;9146053267.0;6;8;1;10.0;"0";2;1;"";""
8937;"2015-09-23 01:42:23";"";8937;"Jamnagar";"Panchvati 3, Near ti";21300.0;8750.0;0.0;0.0;190.0;0.0;0.0;0.0;0.0;0.0;"LED";22.465611;70.058924;0.0;6;8;1;5.0;"0";2;1;"";""
8938;"2015-09-23 01:56:35";"";8938;"Jamnagar";"Behind The Jail";19137.0;7705.0;0.0;0.0;298.0;0.0;0.0;0.0;0.0;0.0;"3";22.470702;70.05773;9146053205.0;6;8;3;15.0;"0";2;1;"";""
8939;"2015-09-23 02:11:34";"";8939;"Jamnagar";"Hirji Mistri Road, N";17886.0;7285.0;0.0;0.0;192.0;0.0;0.0;0.0;0.0;0.0;"LED";22.461494;70.054353;0.0;6;8;3;8.0;"0";2;1;"";""
8940;"2015-09-23 02:26:53";"";8940;"Jamnagar";"Shankar Tekdi, Shast";20332.0;8210.0;0.0;0.0;287.0;0.0;0.0;0.0;0.0;0.0;"LED";22.470702;70.05773;9146053209.0;6;8;1;15.0;"0";2;1;"";""
8941;"2015-09-23 02:41:50";"";8941;"Achija Pan -Jamnagar";"49 Digvijay Plot Nr ";4765.0;1935.0;0.0;0.0;43.0;0.0;0.0;0.0;0.0;0.0;"LED";22.456098;70.065493;9146053279.0;6;8;1;9.0;"0";2;1;"";""
8942;"2015-09-23 02:56:37";"";8942;"Jamnagar";"Sonal nagar hanuman ";11239.0;4535.0;0.0;0.0;186.0;0.0;0.0;0.0;0.0;0.0;"LED";22.47163;70.058854;913003386.0;6;8;1;6.0;"0";2;1;"";""
8943;"2015-09-23 03:11:34";"";8943;"Jamnagar";"54,Vishram vadi chow";19808.0;8050.0;0.0;0.0;301.0;0.0;0.0;0.0;0.0;0.0;"LED";22.472048;70.058774;0.0;6;8;1;14.0;"0";2;1;"";""
8944;"2015-09-23 03:26:52";"";8944;"Jamnagar";"Behind Basant Vatika";2867.0;1155.0;0.0;0.0;50.0;0.0;0.0;0.0;0.0;0.0;"LED";22.470702;70.05773;9130033294.0;6;8;1;16.0;"0";2;1;"";""
8945;"2015-09-23 03:41:58";"";8945;"Jamnagar";"Dwarka Puri Soni Ni ";7831.0;3175.0;0.0;0.0;82.0;0.0;0.0;0.0;0.0;0.0;"LED";22.471473;70.058924;9130033282.0;6;8;1;13.0;"0";2;1;"";""
8946;"2015-09-23 03:57:10";"";8946;"Jamnagar";"K.P shah Vadi, sindh";12254.0;4920.0;0.0;0.0;221.0;0.0;0.0;0.0;0.0;0.0;"LED";22.465611;70.058924;9146053242.0;6;8;1;2.0;"0";2;1;"";""
8947;"2015-09-23 04:12:03";"";8947;"Jamnagar";"Gandhi Nagar Road, N";22042.0;8940.0;0.0;0.0;233.0;0.0;0.0;0.0;0.0;0.0;"LED";22.494096;70.057848;9146053283.0;6;8;3;2.0;"0";2;1;"";""
8948;"2015-09-23 04:26:35";"";8948;"Jamnagar";"Apurv Avenyu, Near S";1735.0;695.0;0.0;0.0;34.0;0.0;0.0;0.0;0.0;0.0;"LED";22.463157;70.062614;9146053299.0;6;8;1;7.0;"0";2;1;"";""
8949;"2015-09-23 04:41:55";"";8949;"Jamnagar";"Raj Park, Gulab Naga";8147.0;3295.0;0.0;0.0;136.0;0.0;0.0;0.0;0.0;0.0;"LED";22.475136;70.093801;9146053328.0;6;8;1;10.0;"0";2;1;"";""
8950;"2015-09-23 04:56:31";"";8950;"Jamnagar";"Opp. Pump House, Ran";25425.0;10800.0;0.0;0.0;90.0;0.0;0.0;0.0;0.0;0.0;"LED";22.470702;70.05773;9146053295.0;6;8;3;16.0;"0";2;1;"";""
8951;"2015-09-23 05:28:05";"";8951;"Jamnagar";"Near Victoria Pool (";24026.0;10180.0;0.0;0.0;89.0;0.0;0.0;0.0;0.0;0.0;"LED";22.470702;70.05773;9146053293.0;6;8;3;11.0;"0";2;1;"";""
8952;"2015-09-23 05:28:57";"";8952;"Jamnagar";" Near Shivam Petol P";32745.0;13655.0;0.0;0.0;242.0;0.0;0.0;0.0;0.0;0.0;"LED";22.467907;70.05773;9146053288.0;6;8;3;5.0;"0";2;1;"";""
8953;"2015-09-23 05:29:41";"";8953;"Jamnagar";"Janta Fatak";26356.0;11145.0;0.0;0.0;121.0;0.0;0.0;0.0;0.0;0.0;"LED";22.46556;70.052666;9146032912.0;6;8;3;8.0;"0";2;1;"";""
8954;"2015-09-23 05:41:53";"";8954;"Jamnagar";"Ashok Ice Factory, M";9871.0;4025.0;0.0;0.0;115.0;0.0;0.0;0.0;0.0;0.0;"LED";22.470702;70.05773;9146053261.0;6;8;3;2.0;"0";2;1;"";""
8955;"2015-09-23 05:57:00";"";8955;"Jamnagar";"Ram Nagar, Hemat Sin";8621.0;3505.0;0.0;0.0;112.0;0.0;0.0;0.0;0.0;0.0;"LED";22.470702;70.05773;9146053276.0;6;8;3;2.0;"0";2;1;"";""
8956;"2015-09-23 06:12:03";"";8956;"Jamnagar";"Garib Nagar, Near Pr";8843.0;3615.0;0.0;0.0;84.0;0.0;0.0;0.0;0.0;0.0;"LED";22.465611;70.058924;9146053269.0;6;8;3;1.0;"0";2;1;"";""
8957;"2015-09-23 06:27:06";"";8957;"Jamnagar";"Sankar Tekri, Near A";23770.0;9600.0;0.0;0.0;315.0;0.0;0.0;0.0;0.0;0.0;"LED";22.460481;70.068922;9130033723.0;6;8;1;15.0;"0";2;1;"";""
8958;"2015-09-23 06:58:46";"";8958;"Jamnagar";"Near Ambar Tokiz";21940.0;9090.0;0.0;0.0;107.0;0.0;0.0;0.0;0.0;0.0;"LED";22.470702;70.05773;9146053288.0;6;8;3;10.0;"0";2;1;"";""
8959;"2015-09-23 06:59:06";"";8959;"Jamnagar";"30 Digvijay Plot, Su";17702.0;7190.0;0.0;0.0;212.0;0.0;0.0;0.0;0.0;0.0;"LED";22.473419;70.060322;9146053223.0;6;8;3;13.0;"0";2;1;"";""
8960;"2015-09-23 07:15:54";"";8960;"Jamnagar";"Mig Colony, Ranjitna";23916.0;9730.0;0.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;"LED";22.467878;70.061293;9146053218.0;6;8;3;9.0;"0";2;1;"";""
8961;"2015-09-23 07:26:47";"";8961;"Jamnagar";"Near Jidiyawala Bang";24556.0;9950.0;0.0;0.0;285.0;0.0;0.0;0.0;0.0;0.0;"LED";22.470843;70.053738;9146053268.0;6;8;3;9.0;"0";2;1;"";""
8962;"2015-09-23 07:41:37";"";8962;"Jamnagar";"Gandi Nagar, Near Dr";18807.0;7615.0;0.0;0.0;254.0;0.0;0.0;0.0;0.0;0.0;"LED";22.494096;70.057848;9146053240.0;6;8;3;2.0;"0";2;1;"";""
8963;"2015-09-23 07:56:41";"";8963;"Jamnagar";"Majothi Ngar, Near D";10232.0;4110.0;0.0;0.0;183.0;0.0;0.0;0.0;0.0;0.0;"LED";22.470702;70.0577302;7388171304.0;6;8;3;4.0;"0";2;1;"";""
8964;"2015-09-23 08:11:40";"";8964;"Jamnagar";" Near M.P Shah  Come";29808.0;12585.0;0.0;0.0;117.0;0.0;0.0;0.0;0.0;0.0;"LED";22.470702;70.05773;7888007619.0;6;8;3;9.0;"0";2;1;"";""
8965;"2015-09-23 08:26:59";"";8965;"Jamnagar";"Bediroad  Near Patli";42733.0;17815.0;0.0;0.0;293.0;0.0;0.0;0.0;0.0;0.0;"LED";22.470702;70.05773;9146053212.0;6;8;3;10.0;"0";2;1;"";""
8966;"2015-09-23 08:42:11";"";8966;"Jamnagar";"PGVCL Office main ro";3497.0;1425.0;0.0;0.0;34.0;0.0;0.0;0.0;0.0;0.0;"LED";22.470702;70.05773;9146053238.0;6;8;1;8.0;"0";2;1;"";""
8967;"2015-09-23 08:56:45";"";8967;"Jamnagar";"Behind Sandhana Mill";15867.0;6405.0;0.0;0.0;243.0;0.0;0.0;0.0;0.0;0.0;"LED";22.470702;70.05773;9146053239.0;6;8;1;16.0;"0";2;1;"";""
8968;"2015-09-23 09:12:12";"";8968;"Jamnagar";"Rajput Samaj, Near J";6412.0;2580.0;0.0;0.0;116.0;0.0;0.0;0.0;0.0;0.0;"LED";22.469366;70.058362;9075035693.0;6;8;1;4.0;"0";2;1;"";""
8969;"2015-09-23 09:27:05";"";8969;"Jamnagar";"Ridhi Sidhi Society ";7907.0;3195.0;0.0;0.0;118.0;0.0;0.0;0.0;0.0;0.0;"";22.470702;70.05773;0.0;6;8;1;16.0;"0";2;1;"";""
5243;"2015-09-23 10:10:14";"";5243;"SS-6/A/5";"Maddilpalem Depot Ri";1710.0;760.0;0.0;0.0;22.0;0.0;0.0;0.0;0.0;38.0;"1";17.73709;83.31854;9130032648.0;1;1;1;10.0;"2";2;1;"";""
5242;"2015-09-23 10:17:22";"";5242;"SS-325/A/1";"Beside Sujni Park";790.0;410.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;29.0;"1";17.7452;83.31344;9130031778.0;1;1;1;9.0;"2";2;1;"";""
5113;"2015-09-23 10:22:36";"";5113;"SS-258/A/2";"Simhadhri Puram , Ga";4570.0;2150.0;0.0;0.0;40.0;0.0;0.0;0.0;0.0;54.0;"1";17.74765;83.32192;9130032068.0;1;1;1;9.0;"2";2;1;"";""
8970;"2015-09-23 10:30:05";"";8970;"Jamnagar";"Nilkamal Society 1";16236.0;6580.0;0.0;0.0;236.0;0.0;0.0;0.0;0.0;0.0;"LED";22.453861;70.033939;9075053826.0;6;8;3;5.0;"0";2;1;"";""
5240;"2015-09-23 10:41:47";"";5240;"SS-29/A/3";"Beside Sai BabaTempl";340.0;180.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;26.0;"1";17.74345;83.31219;9130032955.0;1;1;1;9.0;"2";2;1;"";""
8971;"2015-09-23 10:42:29";"";8971;"pur dargah -Jamnagar";"Gujrati vad nr lambi";16236.0;6580.0;0.0;0.0;236.0;0.0;0.0;0.0;0.0;0.0;"LED";22.474091;70.045594;9175053779.0;6;8;1;5.0;"0";2;1;"";""
8972;"2015-09-23 10:58:09";"";8972;"Jamnagar";"Murlidhar Corner, Pa";17837.0;7185.0;0.0;0.0;280.0;0.0;0.0;0.0;0.0;0.0;"LED";22.463157;70.062614;9146053235.0;6;8;1;8.0;"0";2;1;"";""
5241;"2015-09-23 11:02:56";"";5241;"SS-66/B/1";"Purna Khaspa Nivas  ";460.0;220.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;37.0;"1";17.7429;83.31048;9130031716.0;1;1;1;9.0;"2";2;1;"";""
5239;"2015-09-23 11:06:52";"";5239;"SS-63/B/3";"Parmila Bhavan Opp ";1440.0;700.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;50.0;"1";17.74275;83.3094;9130032597.0;1;1;1;9.0;"2";2;1;"";""
8973;"2015-09-23 11:19:59";"";8973;"Jamnagar";"Sidhhi Vinayak Park";13686.0;5530.0;0.0;0.0;222.0;0.0;0.0;0.0;0.0;0.0;"";22.480876;70.061141;0.0;6;8;1;16.0;"0";2;1;"";""
5195;"2015-09-23 11:21:36";"";5195;"SS-81/A/2Ap SEB ";"Colony Eastern Park";320.0;160.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;20.0;"1";17.74527;83.31621;9130031918.0;1;1;1;9.0;"2";2;1;"";""
5222;"2015-09-23 11:28:35";"";5222;"SS-51/A/1";"Linos Cancer Hospita";880.0;420.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;38.0;"1";17.74529;83.30878;9130031750.0;1;1;1;9.0;"2";2;1;"";""
5157;"2015-09-23 11:29:21";"";5157;"SS-71/A/3";"Sujni Park Line";190.0;100.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;25.0;"1";17.744;83.31353;8669614858.0;1;1;1;9.0;"2";2;1;"";""
5119;"2015-09-23 11:32:05";"";5119;"SS-210/A/3";"Indian oil petrol bu";1600.0;720.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;20.0;"1";17.741;83.327;9130032691.0;1;1;1;10.0;"2";2;1;"";""
